종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"078890","가온미디어","KOSDAQ","우량기업부","6380","60","0.95","6320","6410","6310","114955","732514540","96173989340","15074293"
"000500","가온전선","KOSPI",,"21800","150","0.69","21700","21800","21200","18103","388796950","90695564600","4160347"
"192410","감마누","KOSDAQ","중견기업부","2440","-5","-0.20","2465","2480","2415","168383","410658350","65645452560","26903874"
"000860","강남제비스코","KOSPI",,"22000","750","3.53","21150","22200","21000","40296","868814000","143000000000","6500000"
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","7910","470","6.32","7400","7920","7380","1405270","10882256500","196458028060","24836666"
"114190","강원","KOSDAQ","관리종목(소속부없음)","2500","0","0.00","0","0","0","0","0","45387277500","18154911"
"035250","강원랜드","KOSPI",,"23500","50","0.21","23450","23600","23250","661902","15519143000","5027601750000","213940500"
"094480","갤럭시아머니트리","KOSDAQ","우량기업부","3625","0","0.00","3605","3690","3600","104754","381472605","142208162750","39229838"
"011420","갤럭시아에스엠","KOSPI",,"1430","0","0.00","1425","1450","1405","227235","324533225","39395990920","27549644"
"063080","게임빌","KOSDAQ","우량기업부","36850","150","0.41","36250","37450","35950","46400","1703772200","243032825200","6595192"
"044480","경남바이오파마","KOSDAQ","관리종목(소속부없음)","3600","-80","-2.17","3680","3740","3500","81248","294481860","59309913600","16474976"
"039240","경남스틸","KOSDAQ","우량기업부","1885","20","1.07","1870","1885","1855","93416","174647235","47125000000","25000000"
"053950","경남제약","KOSDAQ","중견기업부","8060","-60","-0.74","8090","8120","7980","167536","1348624790","140587090020","17442567"
"223310","경남제약헬스케어","KOSDAQ","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","37836250520","11396461"
"002100","경농","KOSPI",,"12000","350","3.00","11700","12150","11650","166536","2002903200","260301000000","21691750"
"009450","경동나비엔","KOSPI",,"52100","0","0.00","52100","52200","51800","45884","2384547600","708806433000","13604730"
"267290","경동도시가스","KOSPI",,"18600","-50","-0.27","18700","18900","18600","13408","250547750","109654551600","5895406"
"012320","경동인베스트","KOSPI",,"31200","500","1.63","31050","31500","30450","6169","191373850","73788717600","2365023"
"011040","경동제약","KOSDAQ","우량기업부","11200","-150","-1.32","11300","11300","11100","294125","3289501350","344610179200","30768766"
"000050","경방","KOSPI",,"12400","100","0.81","12200","12550","12200","43805","545321050","339949348000","27415270"
"214390","경보제약","KOSPI",,"16350","200","1.24","16100","17550","15950","1062568","17921024500","390877161000","23906860"
"012610","경인양행","KOSPI",,"7040","150","2.18","6890","7060","6860","439205","3076700220","290585609600","41276365"
"009140","경인전자","KOSPI",,"25050","400","1.62","25300","25300","24700","8863","224080650","39348464850","1570797"
"024910","경창산업","KOSDAQ","중견기업부","2500","175","7.53","2350","2570","2345","766182","1900700615","89547512500","35819005"
"013580","계룡건설","KOSPI",,"28000","600","2.19","27500","28200","26950","125713","3498185850","250065396000","8930907"
"012200","계양전기","KOSPI",,"4320","150","3.60","4195","4420","4150","3522523","15203754955","140832000000","32600000"
"012205","계양전기우","KOSPI",,"7270","-50","-0.68","7300","7320","7210","6229","45295030","10178000000","1400000"
"002140","고려산업","KOSPI",,"4900","5","0.10","4795","4935","4705","2923294","14099487930","122203182500","24939425"
"198440","고려시멘트","KOSDAQ","우량기업부","3030","30","1.00","3020","3045","3000","213173","644892390","96899278800","31979960"
"049720","고려신용정보","KOSDAQ","중견기업부","5970","-100","-1.65","6100","6100","5910","142863","850786590","85371000000","14300000"
"010130","고려아연","KOSPI",,"401500","-1500","-0.37","402500","403000","397000","62337","24926081500","7576305000000","18870000"
"002240","고려제강","KOSPI",,"14700","-200","-1.34","15000","15000","14550","27482","404220400","294000000000","20000000"
"014570","고려제약","KOSDAQ","중견기업부","10300","100","0.98","10200","10400","10150","107130","1100345500","113300000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","43350","1400","3.34","42700","45400","42000","3701023","163557547300","672727235100","15518506"
"098460","고영","KOSDAQ","우량기업부","105000","300","0.29","103800","105700","103300","36651","3844028200","1441749855000","13730951"
"038530","골드퍼시픽","KOSDAQ","중견기업부","1435","-5","-0.35","1495","1510","1425","2433190","3521806120","94993046575","66197245"
"900280","골든센츄리","KOSDAQ","외국기업(소속부없음)","283","3","1.07","289","290","281","982055","280007193","44934740000","158780000"
"215000","골프존","KOSDAQ","중견기업부","69300","700","1.02","68600","69600","68400","18140","1250328200","434886259500","6275415"
"121440","골프존뉴딘홀딩스","KOSDAQ","중견기업부","5540","-30","-0.54","5570","5620","5490","64313","356148870","237315971720","42836818"
"183410","골프존데카","KONEX","일반기업부","1535","-15","-0.97","1545","1545","1535","75","115205","6310632135","4111161"
"076340","관악산업","KONEX","일반기업부","6100","0","0.00","6100","6100","5910","9","54460","29715906000","4871460"
"009290","광동제약","KOSPI",,"10250","150","1.49","10150","10350","10000","476531","4854634400","537313722750","52420851"
"014200","광림","KOSDAQ","중견기업부","1680","25","1.51","1655","1680","1630","133423","222140065","88909353120","52922234"
"017040","광명전기","KOSPI",,"2010","40","2.03","1970","2015","1970","272997","544387300","87108606150","43337615"
"017900","광전자","KOSPI",,"2350","35","1.51","2320","2380","2315","175612","412533030","136167843050","57943763"
"037710","광주신세계","KOSPI",,"153000","1000","0.66","152000","153500","151500","1728","263230000","244800000000","1600000"
"026910","광진실업","KOSDAQ","중견기업부","3710","80","2.20","3630","3730","3620","83293","306779055","23764052550","6405405"
"090150","광진윈텍","KOSDAQ","중견기업부","4235","-20","-0.47","4260","4380","4235","77989","334943475","40903294355","9658393"
"355150","교보10호스팩","KOSDAQ","SPAC(소속부없음)","2065","0","0.00","2065","2090","2055","5196","10723215","10985800000","5320000"
"307280","교보8호스팩","KOSDAQ","SPAC(소속부없음)","4600","245","5.63","4430","4845","4430","781423","3601559470","17112000000","3720000"
"331520","교보9호스팩","KOSDAQ","SPAC(소속부없음)","2075","-10","-0.48","2080","2090","2075","16850","35031620","8051000000","3880000"
"030610","교보증권","KOSPI",,"7640","0","0.00","7640","7660","7500","91691","693788960","493951181440","64653296"
"339770","교촌에프앤비","KOSPI",,"19450","100","0.52","19600","19600","19350","112306","2186043000","485910403000","24982540"
"329050","구스앤홈","KONEX","일반기업부","3330","0","0.00","0","0","0","0","0","4096566000","1230200"
"053270","구영테크","KOSDAQ","우량기업부","1650","30","1.85","1620","1665","1620","204735","336809860","43550387100","26394174"
"007690","국도화학","KOSPI",,"54000","700","1.31","53300","54800","53000","24958","1346989600","313773264000","5810616"
"005320","국동","KOSPI",,"4200","100","2.44","4145","4280","4075","2404594","10056829325","163015213200","38813146"
"001140","국보","KOSPI",,"1805","115","6.80","1690","1930","1690","1339637","2453370640","89124483225","49376445"
"066620","국보디자인","KOSDAQ","우량기업부","17600","300","1.73","17300","17650","17250","12082","211048350","132000000000","7500000"
"043650","국순당","KOSDAQ","관리종목(소속부없음)","5620","-100","-1.75","5730","5770","5600","51419","289737470","100363668480","17858304"
"006050","국영지앤엠","KOSDAQ","중견기업부","2770","55","2.03","2705","2795","2705","494128","1368200620","96659823110","34895243"
"060480","국일신동","KOSDAQ","중견기업부","3930","85","2.21","3845","4105","3795","433851","1732992865","43583700000","11090000"
"078130","국일제지","KOSDAQ","중견기업부","5200","130","2.56","5120","5240","5040","2680919","13829925220","657011596800","126348384"
"307750","국전약품","KOSDAQ","중견기업부","9950","-450","-4.33","11750","13500","9730","4547873","53354441500","383453289050","38538019"
"002720","국제약품","KOSPI",,"10100","130","1.30","9970","10200","9900","429568","4319565180","185845252000","18400520"
"243870","굿센","KONEX","일반기업부","12100","-400","-3.20","12000","14000","12000","1001","12214700","17641207100","1457951"
"204020","그리티","KOSDAQ","우량기업부","2995","55","1.87","2945","3025","2940","64443","193071200","60341552850","20147430"
"083420","그린케미칼","KOSPI",,"9970","220","2.26","9750","10250","9630","1450122","14486816610","239280000000","24000000"
"186230","그린플러스","KOSDAQ","벤처기업부","12800","-50","-0.39","12900","12950","12650","76458","977614050","122979097600","9607742"
"014530","극동유화","KOSPI",,"3455","-40","-1.14","3465","3490","3445","131268","454112700","120473846100","34869420"
"900070","글로벌에스엠","KOSDAQ","외국기업(소속부없음)","558","1","0.18","560","564","555","153628","85657259","29989134144","53743968"
"204620","글로벌텍스프리","KOSDAQ","벤처기업부","3135","35","1.13","3140","3140","3055","116255","360147415","121623387765","38795339"
"019660","글로본","KOSDAQ","중견기업부","3360","-50","-1.47","3410","3420","3335","167674","563160465","101480527680","30202538"
"032860","글로스퍼랩스","KOSDAQ","중견기업부","9780","-50","-0.51","9970","9970","9100","512648","4912354460","81515361120","8334904"
"014280","금강공업","KOSPI",,"5370","60","1.13","5260","5370","5140","414947","2178635010","140890080180","26236514"
"014285","금강공업우","KOSPI",,"11900","-600","-4.80","12000","12450","11800","18432","221415950","7019512500","589875"
"053260","금강철강","KOSDAQ","우량기업부","3495","60","1.75","3435","3495","3355","61380","209570380","65426400000","18720000"
"008870","금비","KOSPI",,"78000","-2000","-2.50","79100","81000","77300","30867","2435443500","78000000000","1000000"
"001570","금양","KOSPI",,"6620","100","1.53","6600","7050","6500","3693306","24726442600","291598653700","44048135"
"002990","금호산업","KOSPI",,"9080","0","0.00","9170","9170","9080","236128","2152179470","332636029920","36633924"
"002995","금호산업우","KOSPI",,"33200","-300","-0.90","33450","35200","32150","2896","97627350","9703231200","292266"
"011780","금호석유","KOSPI",,"145000","2500","1.75","142500","146500","142000","241514","34900965000","4417815195000","30467691"
"011785","금호석유우","KOSPI",,"55400","100","0.18","55300","55700","54600","41104","2270550500","167501124400","3023486"
"214330","금호에이치티","KOSPI",,"2640","15","0.57","2615","2685","2545","6995384","18350069635","306802710720","116213148"
"001210","금호전기","KOSPI",,"3245","205","6.74","3045","3265","3040","145961","467627355","38881005900","11981820"
"073240","금호타이어","KOSPI",,"3785","15","0.40","3755","3835","3730","449073","1699907045","1087280186295","287260287"
"036190","금화피에스시","KOSDAQ","우량기업부","29100","100","0.34","29100","29350","28850","2757","80262400","174600000000","6000000"
"049080","기가레인","KOSDAQ","중견기업부","3000","140","4.90","2865","3100","2785","4142324","12324562390","188553633000","62851211"
"035460","기산텔레콤","KOSDAQ","벤처기업부","2615","40","1.55","2575","2650","2550","140398","365970970","38119744100","14577340"
"092440","기신정기","KOSPI",,"3635","30","0.83","3610","3650","3605","100689","365298845","106142000000","29200000"
"000270","기아차","KOSPI",,"62400","100","0.16","62300","63000","61900","1740601","108662195700","25294672852800","405363347"
"024110","기업은행","KOSPI",,"8840","-40","-0.45","8850","8860","8650","3840409","33616782420","6529792942400","738664360"
"013700","까뮤이앤씨","KOSPI",,"2995","0","0.00","2895","3045","2855","5209542","15351382380","135231078600","45152280"
"308100","까스텔바작","KOSDAQ","우량기업부","10850","-300","-2.69","11150","11300","10650","72458","798845800","71574195000","6596700"
"004540","깨끗한나라","KOSPI",,"4310","-10","-0.23","4335","4335","4260","133094","572501115","160507386830","37240693"
"004545","깨끗한나라우","KOSPI",,"20900","750","3.72","20150","20950","20000","4172","84738400","7652744000","366160"
"187790","나노","KOSDAQ","벤처기업부","1480","20","1.37","1460","1500","1445","299505","442311770","38180825400","25797855"
"286750","나노브릭","KOSDAQ","기술성장기업부","18700","500","2.75","18950","19200","17800","37039","693554150","85273926100","4560103"
"151910","나노스","KOSDAQ","중견기업부","3425","-5","-0.15","3430","3635","3405","690314","2451745200","509041813475","148625347"
"121600","나노신소재","KOSDAQ","벤처기업부","37850","450","1.20","37450","37900","36900","187752","7043396500","410609404050","10848333"
"039860","나노엔텍","KOSDAQ","중견기업부","8620","130","1.53","8490","8730","8490","227942","1971054540","230984338740","26796327"
"091970","나노캠텍","KOSDAQ","중견기업부","1900","-15","-0.78","1915","1920","1890","213437","406460010","53352807500","28080425"
"244880","나눔테크","KONEX","일반기업부","2295","50","2.23","2245","2300","2200","1013","2229335","11520900000","5020000"
"288490","나라소프트","KONEX","일반기업부","266","0","0.00","265","278","256","29032","7622922","8107680000","30480000"
"051490","나라엠앤디","KOSDAQ","중견기업부","12850","1550","13.72","11400","14300","11250","9267301","118966543750","182470000000","14200000"
"190510","나무가","KOSDAQ","중견기업부","21500","900","4.37","20700","21500","20650","167290","3548643950","147728435000","6871090"
"242040","나무기술","KOSDAQ","기술성장기업부","3095","-5","-0.16","3100","3115","3075","505913","1563221645","100280042700","32400660"
"089600","나스미디어","KOSDAQ","우량기업부","30600","900","3.03","29900","30900","29700","51149","1555625600","267893544600","8754691"
